"Fishbase_name","Order","Family","Standard_length","Max_body_depth","Max_fish_width","Head_depth","Lower_jaw_length","Mouth_width","Min_caudalpeduncle_depth","Min_caudalpeduncle_width","Total_weight","group","highlight"
"Pachystomias_microdon","Stomiiformes","Stomiidae",2.18602349311745,1.44404479591808,1.20601587676334,1.33545790068938,1.47813342810052,1.06781451116184,0.648360010980932,0.15836249209525,1.46044678388072,"Deep-sea",FALSE
"Pellonula_leonensis","Clupeiformes","Clupeidae",1.79148011602,1.12807601266872,0.801403710017355,1.00302947055362,0.963787827345555,0.462397997898956,0.732393759822969,-0.0809219076239261,0.436162647040756,"Surface",FALSE
"Pellonula_vorax","Clupeiformes","Clupeidae",1.8826952623816,1.34888872307144,0.900913067737669,1.066698550423,1.03782475058834,0.376576957056512,0.854306041801081,0.0606978403536116,0.73559889969818,"Surface",FALSE
"Phosichthys_argenteus","Stomiiformes","Phosichthyidae",2.1852871125752,1.34635297445064,1.00216606175651,1.21669359916975,1.45742769294648,0.906335041805091,0.932473764677153,0.252853030979893,1.11958577496178,"Deep-sea",FALSE
"Photonectes_braueri","Stomiiformes","Stomiidae",2.35082927358297,1.49415459401844,1.26007138798507,1.31111784266251,1.49317912068252,1.11461098423217,0.547774705387823,0.3654879848909,1.80448018910599,"Deep-sea",FALSE
"Photonectes_dinema","Stomiiformes","Stomiidae",2.33525725643453,1.49554433754645,1.28330122870355,1.3384564936046,1.63144376901317,1.0899051114394,0.681241237375587,0.397940008672038,1.85907822474697,"Deep-sea",FALSE
"Photonectes_margarita","Stomiiformes","Stomiidae",2.46089784275655,1.55990662503611,1.44746813094976,1.26670196688409,1.60724050383174,1.16316137497702,1.16731733474818,0.674861140737812,2.14776904626015,"Deep-sea",FALSE
"Phyllophryne_scortea","Lophiiformes","Antennariidae",1.64295887940979,1.30856441356124,1.12936759572299,1.08314414314305,0.833147111912785,0.937016107464814,0.775974331129369,0.238046103128795,0.724275869600789,"Deep-sea",FALSE
"Polyipnus_asteroides","Stomiiformes","Sternoptychidae",1.88913355596672,1.68752896121463,1.09342168516224,1.52074547151948,1.20601587676334,0.790285164033242,0.884795363948981,0.247973266361807,1.2148438480477,"Deep-sea",FALSE
"Polyipnus_clarus","Stomiiformes","Sternoptychidae",1.57495677576451,1.40380661054742,0.853698211776174,1.30189771719521,0.990338854787601,0.697229342759718,0.618048096712093,0.0453229787866575,0.385606273598312,"Deep-sea",FALSE
"Polyipnus_indicus","Stomiiformes","Sternoptychidae",1.75073975123535,1.54691264318124,1.05804623039528,1.41161970596323,1.1215598441875,0.919078092376074,0.773054693364263,0.230448921378274,0.904174368284164,"Deep-sea",FALSE
"Polymetme_corythaeola","Stomiiformes","Phosichthyidae",2.06276994981513,1.29819786710982,0.841359470454855,1.17782497186468,1.34163233577805,0.651278013998144,0.804820678721162,0.276461804173244,0.804820678721162,"Deep-sea",FALSE
"Polymetme_thaeocoryla","Stomiiformes","Phosichthyidae",2.20771513380557,1.41879829059035,1.00860017176192,1.23477029516092,1.44669246637153,0.812913356642856,1.00302947055362,0.212187604403958,1.2973227142053,"Deep-sea",FALSE
"Potamothrissa_obtusirostris","Clupeiformes","Clupeidae",1.57077636879475,0.829303772831025,0.602059991327962,0.698970004336019,0.584331224367531,0.290034611362518,0.44870631990508,-0.148741651280925,-0.346787486224656,"Surface",FALSE
"Pterengraulis_atherinoides","Clupeiformes","Engraulidae",2.138365863679,1.49886168899288,1.09131515969722,1.19865708695442,1.35679046035172,0.850646235183066,1.11958577496178,0.397940008672038,1.43933269383026,"Surface",FALSE
"Rastrelliger_brachysoma","Perciformes","Scombridae",2.24182031851803,1.72582999032058,1.43023635341151,1.52621000384166,1.58160836603206,1.02816441942447,0.829946695941636,0.7481880270062,2.00203640225953,"Surface",FALSE
"Rastrelliger_faughni","Perciformes","Scombridae",2.21293299170801,1.61044722144212,1.3732798932775,1.39602489660859,1.4295908022233,0.889861721258188,0.75966784468963,0.612783856719735,1.85841687772349,"Surface",FALSE
"Rhadinesthes_decimus","Stomiiformes","Stomiidae",2.51361707378787,1.50160692241883,1.12580645813953,1.27669152884504,1.68681495450732,0.942504106168081,0.989894563718773,0.414973347970818,1.7748817658188,"Deep-sea",FALSE
"Rhinosardinia_amazonica","Clupeiformes","Clupeidae",1.53869937954241,0.886490725172482,0.45178643552429,0.770852011642144,0.491361693834273,0.0681858617461616,0.527629900871339,-0.275724130399211,-0.431798275933005,"Surface",FALSE
"Sarda_chiliensis","Perciformes","Scombridae",2.71541832259506,2.09103351605447,1.88479536394898,1.78943968456718,1.88626505902976,1.49775871828727,1.03782475058834,1.16136800223497,3.27193449381776,"Surface",FALSE
"Sarda_orientalis","Perciformes","Scombridae",2.68574173860226,2.03522955635021,1.87621784059164,1.84060787900929,1.94571471405986,1.5449357658815,1.11859536522376,1.25090769970086,3.1901915805753,"Surface",FALSE
"Sarda_sarda","Perciformes","Scombridae",2.54311154395344,1.89209460269048,1.8109042806687,1.69346312721953,1.78468859950142,1.41497334797082,0.991669007379949,1.04805317311561,2.96378782734556,"Surface",FALSE
"Sardina_pilchardus","Clupeiformes","Clupeidae",2.15222717183814,1.47957531017499,1.23678909940929,1.28780172993023,1.23854788768133,0.507855871695831,1.00086772153123,0.507855871695831,1.5762261374496,"Surface",FALSE
"Sardinella_albella","Clupeiformes","Clupeidae",2.12021186825707,1.66143405039392,1.21774707326279,1.37584643630916,1.25454807710897,0.518513939877887,1.11991541025799,0.487138375477186,1.64048143697042,"Surface",FALSE
"Sardinella_aurita","Clupeiformes","Clupeidae",2.20392993724463,1.58994960132571,1.27875360095283,1.33505651943909,1.27021285489624,0.477121254719662,1.06333335895175,0.518513939877887,1.78318869107526,"Surface",FALSE
"Sardinella_brasiliensis","Clupeiformes","Clupeidae",2.09701423117803,1.48897352472651,1.12936759572299,1.24870873560092,1.14519640611418,0.409933123331295,0.996949248495381,0.436162647040756,1.45636603312904,"Surface",FALSE
"Sardinella_fimbriata","Clupeiformes","Clupeidae",2.04493154614916,1.52413637659257,1.09236969962912,1.24551266781415,1.08529057823007,0.301029995663981,1.01410032151962,0.385606273598312,1.3541084391474,"Surface",FALSE
"Sardinella_gibbosa","Clupeiformes","Clupeidae",2.0580082327154,1.50351831272407,1.12417805547468,1.24723654950676,1.10380372095596,0.359835482339888,0.980911937776844,0.301029995663981,1.37051308959859,"Surface",FALSE
"Sardinella_hualiensis","Clupeiformes","Clupeidae",2.10311925354571,1.62086447526512,1.20057692675485,1.34966598409663,1.17026171539496,0.495544337546448,1.07809415040641,0.531478917042255,1.70044410102775,"Surface",FALSE
"Sardinella_jussieu","Clupeiformes","Clupeidae",2.08496928847499,1.55642312137129,1.08493357493672,1.28375338333253,1.11126251365907,0.378397900948138,1.01994668167884,0.301029995663981,1.41128291301738,"Surface",FALSE
"Sardinella_lemuru","Clupeiformes","Clupeidae",2.09377178149873,1.47085132452612,1.17318626841227,1.26007138798507,1.2148438480477,0.491361693834273,1.00302947055362,0.356025857193123,1.42111012979343,"Surface",FALSE
"Sardinella_longiceps","Clupeiformes","Clupeidae",2.14028801181187,1.48000694295715,1.21563756343506,1.291590825658,1.26717172840301,0.52244423350632,0.955687750313506,0.46686762035411,1.53869937954241,"Surface",FALSE
"Sardinella_maderensis","Clupeiformes","Clupeidae",2.28916515264989,1.78010119146791,1.41530729222557,1.47494433546539,1.37456506072277,0.954724790979063,1.24723654950676,0.628388930050311,2.15268575603679,"Surface",FALSE
"Sardinella_melanura","Clupeiformes","Clupeidae",2.03458835371362,1.48713837547719,1.0899051114394,1.22245633667925,1.09166695759568,0.513217600067939,1.0542299098634,0.363611979892144,1.25767857486918,"Surface",FALSE
